kernel,ltimes,lplustimes,population,scattering,source,sweep,percent_of_fastest
0,2,2,2,4,2,3,11.798435197365748
0,2,2,2,4,2,4,6.918494647447562
0,2,2,2,5,0,0,14.474810385005478
0,2,2,2,5,0,1,18.787405262314536
0,2,2,2,5,0,2,19.20442807179905
0,2,2,2,5,0,3,13.800728227364369
0,2,2,2,5,0,4,7.488152322437191
0,2,2,2,5,1,0,14.523054441783657
0,2,2,2,5,1,1,19.15537912609267
0,2,2,2,5,1,2,19.272621875583393
0,2,2,2,5,1,3,13.874297539347774
0,2,2,2,5,1,4,7.4219732049190545
0,2,2,2,5,2,0,14.501507236649582
0,2,2,2,5,2,1,19.039216406133157
0,2,2,2,5,2,2,18.910811982627873
0,2,2,2,5,2,3,13.72754904011657
0,2,2,2,5,2,4,7.561532321259425
0,2,2,3,0,0,0,14.501002127781376
0,2,2,3,0,0,1,19.75582626653174
0,2,2,3,0,0,2,18.551445502490104
0,2,2,3,0,0,3,13.930804027368524
0,2,2,3,0,0,4,7.39502215621038
0,2,2,3,0,1,0,14.347350474017981
0,2,2,3,0,1,1,19.380349688101436
0,2,2,3,0,1,2,19.446046693577884
0,2,2,3,0,1,3,13.839137034229053
0,2,2,3,0,1,4,7.424343110023472
0,2,2,3,0,2,0,14.62279496366214
0,2,2,3,0,2,1,19.458054322282294
0,2,2,3,0,2,2,19.56112527743002
0,2,2,3,0,2,3,13.412554936749283
0,2,2,3,0,2,4,7.387846735678501
0,2,2,3,1,0,0,23.706857645455134
0,2,2,3,1,0,1,41.01782147284326
0,2,2,3,1,0,2,37.600012582549375
0,2,2,3,1,0,3,21.31359022923976
0,2,2,3,1,0,4,9.240902270632732
0,2,2,3,1,1,0,24.59976692716322
0,2,2,3,1,1,1,41.27885598672689
0,2,2,3,1,1,2,37.066601191416304
0,2,2,3,1,1,3,21.42013124124632
0,2,2,3,1,1,4,9.304613335876127
0,2,2,3,1,2,0,24.23432682087846
0,2,2,3,1,2,1,38.60223481517492
0,2,2,3,1,2,2,37.96282037351281
0,2,2,3,1,2,3,21.73129883694371
0,2,2,3,1,2,4,9.39134093920518
0,2,2,3,2,0,0,24.137062564427044
0,2,2,3,2,0,1,42.09376085419413
0,2,2,3,2,0,2,41.04227202732549
0,2,2,3,2,0,3,21.536725151703084
0,2,2,3,2,0,4,9.407326608239943
0,2,2,3,2,1,0,24.13747322204348
0,2,2,3,2,1,1,43.412715093219695
0,2,2,3,2,1,2,41.085033804924336
0,2,2,3,2,1,3,21.673638401020796
0,2,2,3,2,1,4,9.301020081732364
0,2,2,3,2,2,0,24.44243167458045
0,2,2,3,2,2,1,43.64868717277261
0,2,2,3,2,2,2,39.65832300734757
0,2,2,3,2,2,3,21.733836701013246
0,2,2,3,2,2,4,9.469397917620933
0,2,2,3,3,0,0,20.32043121020882
0,2,2,3,3,0,1,31.071324411057432
0,2,2,3,3,0,2,31.818667887469633
0,2,2,3,3,0,3,19.423891715171493
0,2,2,3,3,0,4,8.735898120116204
0,2,2,3,3,1,0,19.60835090331945
0,2,2,3,3,1,1,30.515207760311966
0,2,2,3,3,1,2,30.282307399729934
0,2,2,3,3,1,3,18.9551506854738
0,2,2,3,3,1,4,8.90854227798186
0,2,2,3,3,2,0,20.00826982307966
0,2,2,3,3,2,1,31.89346917230233
0,2,2,3,3,2,2,31.893226884308632
0,2,2,3,3,2,3,19.172314646194238
0,2,2,3,3,2,4,8.673527441332837
0,2,2,3,4,0,0,12.476145925705632
0,2,2,3,4,0,1,16.094201736211122
0,2,2,3,4,0,2,15.884458358619577
0,2,2,3,4,0,3,11.791690967331121
0,2,2,3,4,0,4,6.891780137525951
0,2,2,3,4,1,0,12.379632762034673
0,2,2,3,4,1,1,15.807579146247745
0,2,2,3,4,1,2,15.377226390533915
0,2,2,3,4,1,3,11.974332995526376
0,2,2,3,4,1,4,6.793704421624475
0,2,2,3,4,2,0,12.43314843063496
0,2,2,3,4,2,1,15.690122854796478
0,2,2,3,4,2,2,15.709961724246204
0,2,2,3,4,2,3,11.787472692295152
0,2,2,3,4,2,4,6.879581553029902
0,2,2,3,5,0,0,14.691046259512781
0,2,2,3,5,0,1,19.780301460470962
0,2,2,3,5,0,2,19.273755290604736
0,2,2,3,5,0,3,13.917038784065795
0,2,2,3,5,0,4,7.431121835297879
0,2,2,3,5,1,0,14.70721795644779
0,2,2,3,5,1,1,19.781213120379437
0,2,2,3,5,1,2,19.34877011739798
0,2,2,3,5,1,3,13.531899431920893
0,2,2,3,5,1,4,7.386908793682575
0,2,2,3,5,2,0,14.464359148667336
0,2,2,3,5,2,1,19.904307740904283
0,2,2,3,5,2,2,19.714300568358354
0,2,2,3,5,2,3,13.892764812358626
0,2,2,3,5,2,4,7.428432849225497
0,2,3,0,0,0,0,12.533434716485678
0,2,3,0,0,0,1,16.742736883534132
0,2,3,0,0,0,2,16.4460901411537
0,2,3,0,0,0,3,12.220953837730944
0,2,3,0,0,0,4,6.927764421823234
0,2,3,0,0,1,0,12.78167313904136
0,2,3,0,0,1,1,16.444344846283872
0,2,3,0,0,1,2,16.508469033089394
0,2,3,0,0,1,3,12.169224119104507
0,2,3,0,0,1,4,6.880493623595993
0,2,3,0,0,2,0,12.631056245063384
0,2,3,0,0,2,1,16.457169683644977
0,2,3,0,0,2,2,16.538648261320827
0,2,3,0,0,2,3,12.257154949249701
0,2,3,0,0,2,4,6.927084783468042
0,2,3,0,1,0,0,19.941414763124886
0,2,3,0,1,0,1,29.839947015311697
0,2,3,0,1,0,2,29.355691340865288
0,2,3,0,1,0,3,18.550587228071766
0,2,3,0,1,0,4,8.661499279747607
0,2,3,0,1,1,0,19.6552644294204
0,2,3,0,1,1,1,30.016160198521746
0,2,3,0,1,1,2,29.83945011959582
0,2,3,0,1,1,3,18.49485688294607
0,2,3,0,1,1,4,8.71837002107413
0,2,3,0,1,2,0,19.534884255740153
0,2,3,0,1,2,1,30.006049808005244
0,2,3,0,1,2,2,29.79962454395445
0,2,3,0,1,2,3,18.364559327829046
0,2,3,0,1,2,4,8.780961222997519
0,2,3,0,2,0,0,20.35405174926593
0,2,3,0,2,0,1,31.1515012040892
0,2,3,0,2,0,2,30.218404968037287
0,2,3,0,2,0,3,18.673262977827857
0,2,3,0,2,0,4,8.7322038441988
0,2,3,0,2,1,0,20.258003039359153
0,2,3,0,2,1,1,30.82273692952779
0,2,3,0,2,1,2,30.27600380531774
0,2,3,0,2,1,3,18.742175432440952
0,2,3,0,2,1,4,8.754676260942691
0,2,3,0,2,2,0,20.26542362248804
0,2,3,0,2,2,1,30.955617521052158
0,2,3,0,2,2,2,29.746165135447615
0,2,3,0,2,2,3,18.79043180894762
0,2,3,0,2,2,4,8.75326852663357
0,2,3,0,3,0,0,17.86033337349565
0,2,3,0,3,0,1,25.805186654974424
0,2,3,0,3,0,2,25.08030615018094
0,2,3,0,3,0,3,16.679310814676544
0,2,3,0,3,0,4,8.317750519420287
0,2,3,0,3,1,0,17.726093505260895
0,2,3,0,3,1,1,25.845952636557413
0,2,3,0,3,1,2,25.12018100473628
0,2,3,0,3,1,3,16.674842859809786
0,2,3,0,3,1,4,8.333336618594265
0,2,3,0,3,2,0,17.755726558862474
0,2,3,0,3,2,1,25.899276528050834
0,2,3,0,3,2,2,25.216689651173457
0,2,3,0,3,2,3,16.550027583872094
0,2,3,0,3,2,4,8.236315060794166
0,2,3,0,4,0,0,11.531982466890938
0,2,3,0,4,0,1,14.532339410491138
0,2,3,0,4,0,2,14.462030719982181
0,2,3,0,4,0,3,11.022630273531647
0,2,3,0,4,0,4,6.586791706982979
0,2,3,0,4,1,0,11.586162579514609
0,2,3,0,4,1,1,14.596040619951737
0,2,3,0,4,1,2,14.54391995527446
0,2,3,0,4,1,3,11.117989078642822
0,2,3,0,4,1,4,6.648496299112495
0,2,3,0,4,2,0,11.574097869401514
0,2,3,0,4,2,1,14.422808811036967
0,2,3,0,4,2,2,14.377525595673246
0,2,3,0,4,2,3,11.127496623778407
0,2,3,0,4,2,4,6.640346798714444
0,2,3,0,5,0,0,12.654044858431126
0,2,3,0,5,0,1,16.689002334424284
0,2,3,0,5,0,2,16.416288717929387
0,2,3,0,5,0,3,12.237952188447826
0,2,3,0,5,0,4,7.012700736629419
0,2,3,0,5,1,0,12.692022474798557
0,2,3,0,5,1,1,16.505417846999322
0,2,3,0,5,1,2,16.50576279939712
0,2,3,0,5,1,3,12.199894493845187
0,2,3,0,5,1,4,6.9526042797258425
0,2,3,0,5,2,0,12.736447415743939
0,2,3,0,5,2,1,16.281387690932178
0,2,3,0,5,2,2,16.311476574487994
0,2,3,0,5,2,3,12.19424425570073
0,2,3,0,5,2,4,6.959555891856767
0,2,3,1,0,0,0,11.10452115145439
0,2,3,1,0,0,1,13.760972463517795
0,2,3,1,0,0,2,13.633561831444268
0,2,3,1,0,0,3,10.661837990149637
0,2,3,1,0,0,4,6.412734065601569
0,2,3,1,0,1,0,11.305799232940851
0,2,3,1,0,1,1,13.504237534878179
0,2,3,1,0,1,2,13.636017563990519
0,2,3,1,0,1,3,10.616493176143456
0,2,3,1,0,1,4,6.515356993289774
0,2,3,1,0,2,0,11.22328251281067
0,2,3,1,0,2,1,13.692417281030993
0,2,3,1,0,2,2,13.409716471304518
0,2,3,1,0,2,3,10.74300077211845
0,2,3,1,0,2,4,6.421359107519446
0,2,3,1,1,0,0,15.833729823261997
0,2,3,1,1,0,1,21.88800988994951
0,2,3,1,1,0,2,21.59163828817208
0,2,3,1,1,0,3,14.519169620732233
0,2,3,1,1,0,4,7.888876541783222
0,2,3,1,1,1,0,15.717756005806043
0,2,3,1,1,1,1,21.746912039520378
0,2,3,1,1,1,2,21.340447237354272
0,2,3,1,1,1,3,14.998727372046686
0,2,3,1,1,1,4,7.877530893156499
0,2,3,1,1,2,0,15.719616284808469
0,2,3,1,1,2,1,22.643673289670573
0,2,3,1,1,2,2,21.36327980082777
0,2,3,1,1,2,3,14.934660677307463
0,2,3,1,1,2,4,7.97122694557875
0,2,3,1,2,0,0,15.98509822067804
0,2,3,1,2,0,1,21.37336555188729
0,2,3,1,2,0,2,21.654407304843385
0,2,3,1,2,0,3,15.24046508453428
0,2,3,1,2,0,4,7.941809897883414
0,2,3,1,2,1,0,16.16166456943822
0,2,3,1,2,1,1,21.77165826748644
0,2,3,1,2,1,2,21.66007437995012
0,2,3,1,2,1,3,15.237697252199544
0,2,3,1,2,1,4,8.0058482572471
0,2,3,1,2,2,0,16.074740671768513
0,2,3,1,2,2,1,21.87045427684713
0,2,3,1,2,2,2,21.890137096402615
0,2,3,1,2,2,3,14.975414339161963
0,2,3,1,2,2,4,7.990189471675014
0,2,3,1,3,0,0,14.224555633553129
0,2,3,1,3,0,1,19.27314341075626
0,2,3,1,3,0,2,19.0986796289922
0,2,3,1,3,0,3,13.69283204522359
0,2,3,1,3,0,4,7.470475154680352
0,2,3,1,3,1,0,14.512566246260038
0,2,3,1,3,1,1,19.394656999457847
0,2,3,1,3,1,2,18.854449224772875
0,2,3,1,3,1,3,13.637040101455428
0,2,3,1,3,1,4,7.499178068780716
0,2,3,1,3,2,0,14.603153209868301
0,2,3,1,3,2,1,19.360416367399928
0,2,3,1,3,2,2,18.942765251762278
0,2,3,1,3,2,3,13.621788277581224
0,2,3,1,3,2,4,7.512260388467322
0,2,3,1,4,0,0,10.126099402304266
0,2,3,1,4,0,1,12.381087311312067
0,2,3,1,4,0,2,12.372013420619432
0,2,3,1,4,0,3,9.774238922079608
0,2,3,1,4,0,4,6.126015381755945
0,2,3,1,4,1,0,10.054677829654787
0,2,3,1,4,1,1,12.43017157357346
0,2,3,1,4,1,2,12.122786545181002
0,2,3,1,4,1,3,9.826341517821762
0,2,3,1,4,1,4,6.179002534003889
0,2,3,1,4,2,0,10.084491161949979
0,2,3,1,4,2,1,12.40089086420678
0,2,3,1,4,2,2,12.413066862533924
0,2,3,1,4,2,3,9.772380285707646
0,2,3,1,4,2,4,6.105494820662944
0,2,3,1,5,0,0,11.290734258282122
0,2,3,1,5,0,1,13.673531137251386
0,2,3,1,5,0,2,13.23788089828561
0,2,3,1,5,0,3,10.753139498010489
0,2,3,1,5,0,4,6.415637004292111
0,2,3,1,5,1,0,11.337384552850937
0,2,3,1,5,1,1,13.77017940727815
0,2,3,1,5,1,2,13.566694451760995
0,2,3,1,5,1,3,10.751666058482735
0,2,3,1,5,1,4,6.415334349628803
0,2,3,1,5,2,0,11.174599052382911
0,2,3,1,5,2,1,13.703710365482815
0,2,3,1,5,2,2,13.688249106224232
0,2,3,1,5,2,3,10.65712405137064
0,2,3,1,5,2,4,6.491375820463119
0,2,3,2,0,0,0,11.22354369105472
0,2,3,2,0,0,1,13.78789107027477
0,2,3,2,0,0,2,13.311704817991206
0,2,3,2,0,0,3,10.79393052970808
0,2,3,2,0,0,4,6.473420637499956
0,2,3,2,0,1,0,11.187494933511658
0,2,3,2,0,1,1,13.646657702832215
0,2,3,2,0,1,2,13.582168030748072
0,2,3,2,0,1,3,10.683436527485767
0,2,3,2,0,1,4,6.451284549343922
0,2,3,2,0,2,0,11.207503815214586
0,2,3,2,0,2,1,13.692495305978118
0,2,3,2,0,2,2,13.681194008373966
0,2,3,2,0,2,3,10.570671177986979
0,2,3,2,0,2,4,6.498192326238237
0,2,3,2,1,0,0,15.767663225930763
0,2,3,2,1,0,1,21.973266517696512
0,2,3,2,1,0,2,21.924870517600255
0,2,3,2,1,0,3,14.771958129677955
0,2,3,2,1,0,4,7.868204858687375
0,2,3,2,1,1,0,15.735689423915533
0,2,3,2,1,1,1,21.915585548892775
0,2,3,2,1,1,2,21.475771241696403
0,2,3,2,1,1,3,14.85392949649352
0,2,3,2,1,1,4,7.9155327383233
0,2,3,2,1,2,0,15.54725096346437
0,2,3,2,1,2,1,21.35599884128847
0,2,3,2,1,2,2,21.267691027451395
0,2,3,2,1,2,3,15.144785966482289
0,2,3,2,1,2,4,7.8974190415201955
0,2,3,2,2,0,0,16.250420000077202
0,2,3,2,2,0,1,21.877973417803968
0,2,3,2,2,0,2,21.65588156568637
0,2,3,2,2,0,3,15.391948466082928
0,2,3,2,2,0,4,7.977011879421397
0,2,3,2,2,1,0,16.110726598696264
0,2,3,2,2,1,1,21.705965368586153
0,2,3,2,2,1,2,21.546441310907813
0,2,3,2,2,1,3,15.32308118380764
0,2,3,2,2,1,4,8.035023838263976
0,2,3,2,2,2,0,16.199662718686472
0,2,3,2,2,2,1,22.003207564510415
0,2,3,2,2,2,2,21.849387541124283
0,2,3,2,2,2,3,15.137911557983253
0,2,3,2,2,2,4,7.945331697601916
0,2,3,2,3,0,0,14.607629377887386
0,2,3,2,3,0,1,19.422626889712888
0,2,3,2,3,0,2,19.256269489297157
0,2,3,2,3,0,3,13.392608475004053
0,2,3,2,3,0,4,7.566885653947206
0,2,3,2,3,1,0,14.163963102248902
0,2,3,2,3,1,1,19.492849342122394
0,2,3,2,3,1,2,19.154968468476238
0,2,3,2,3,1,3,13.642325264978881
0,2,3,2,3,1,4,7.533379688365077
0,2,3,2,3,2,0,14.402444299838209
0,2,3,2,3,2,1,19.576192305376836
0,2,3,2,3,2,2,19.180223911886674
0,2,3,2,3,2,3,13.337535182064643
0,2,3,2,3,2,4,7.458584974054241
0,2,3,2,4,0,0,10.003001907176102
0,2,3,2,4,0,1,12.466501631583776
0,2,3,2,4,0,2,12.285740415271766
0,2,3,2,4,0,3,9.786808741060907
0,2,3,2,4,0,4,6.121089543646868
0,2,3,2,4,1,0,10.186032417476506
0,2,3,2,4,1,1,12.372672526093801
0,2,3,2,4,1,2,12.054501575405816
0,2,3,2,4,1,3,9.775537421462758
0,2,3,2,4,1,4,6.210971818785336
0,2,3,2,4,2,0,10.12175094880389
0,2,3,2,4,2,1,12.42488148215861
0,2,3,2,4,2,2,12.372971074180946
0,2,3,2,4,2,3,9.880740510954992
0,2,3,2,4,2,4,6.093720034827052
0,2,3,2,5,0,0,11.236449838623876
0,2,3,2,5,0,1,13.64276466862846
0,2,3,2,5,0,2,13.660747365651924
0,2,3,2,5,0,3,10.694326346158254
0,2,3,2,5,0,4,6.4701008813287375
0,2,3,2,5,1,0,11.082024916568747
0,2,3,2,5,1,1,13.687058199136585
0,2,3,2,5,1,2,13.274026981683766
0,2,3,2,5,1,3,10.71486210158306
0,2,3,2,5,1,4,6.3860589788111355
0,2,3,2,5,2,0,10.834145819427441
0,2,3,2,5,2,1,13.714284799105885
0,2,3,2,5,2,2,13.66381087147049
0,2,3,2,5,2,3,10.712825239805568
0,2,3,2,5,2,4,6.4961439660474865
0,2,3,3,0,0,0,11.353399789234084
0,2,3,3,0,0,1,13.708055123064645
0,2,3,3,0,0,2,13.849247424745556
0,2,3,3,0,0,3,10.682856268273753
0,2,3,3,0,0,4,6.279990633721084
0,2,3,3,0,1,0,11.26792510229276
0,2,3,3,0,1,1,14.027095025268997
0,2,3,3,0,1,2,13.687546881700136
0,2,3,3,0,1,3,10.640809445585115
0,2,3,3,0,1,4,6.311405530720353
0,2,3,3,0,2,0,11.299212284773317
0,2,3,3,0,2,1,13.963525226245656
0,2,3,3,0,2,2,13.860150384461768
0,2,3,3,0,2,3,10.858363120383544
0,2,3,3,0,2,4,6.298142521682518
0,2,3,3,1,0,0,15.754604313728294
0,2,3,3,1,0,1,22.99887570157774
0,2,3,3,1,0,2,21.603313284207186
0,2,3,3,1,0,3,15.313788001947833
0,2,3,3,1,0,4,7.873802532656931
0,2,3,3,1,1,0,16.066880684990046
0,2,3,3,1,1,1,22.79412592060198
0,2,3,3,1,1,2,21.373217715145376
0,2,3,3,1,1,3,15.269342528121628
0,2,3,3,1,1,4,7.875903046364971
0,2,3,3,1,2,0,15.73306532174655
0,2,3,3,1,2,1,22.511429217451667
0,2,3,3,1,2,2,22.862800193797543
0,2,3,3,1,2,3,15.231882340350898
0,2,3,3,1,2,4,7.8994838280156054
0,2,3,3,2,0,0,16.086600463731006
0,2,3,3,2,0,1,23.5222916863269
0,2,3,3,2,0,2,21.72499113595535
0,2,3,3,2,0,3,15.579980375493827
0,2,3,3,2,0,4,7.927239354994865
0,2,3,3,2,1,0,16.46817941434146
0,2,3,3,2,1,1,22.4947236656153
0,2,3,3,2,1,2,21.681231460348585
0,2,3,3,2,1,3,15.359728269497841
0,2,3,3,2,1,4,8.021559196336476
0,2,3,3,2,2,0,16.508965928805278
0,2,3,3,2,2,1,22.68748224419131
0,2,3,3,2,2,2,21.99048128497725
0,2,3,3,2,2,3,15.343256792502837
0,2,3,3,2,2,4,7.861115265597331
0,2,3,3,3,0,0,14.586677626297137
0,2,3,3,3,0,1,19.610950366031457
0,2,3,3,3,0,2,19.319675025273924
0,2,3,3,3,0,3,13.431070667358872
0,2,3,3,3,0,4,7.48323059090428
0,2,3,3,3,1,0,14.60157628462121
0,2,3,3,3,1,1,19.24669295368201
0,2,3,3,3,1,2,19.564656932931317
0,2,3,3,3,1,3,13.364852126709557
0,2,3,3,3,1,4,7.509354985831081
0,2,3,3,3,2,0,14.448084787328225
0,2,3,3,3,2,1,19.94946365240691
0,2,3,3,3,2,2,19.3502977637311
0,2,3,3,3,2,3,13.470465052502988
0,2,3,3,3,2,4,7.428476789590454
0,2,3,3,4,0,0,10.160995854575626
0,2,3,3,4,0,1,12.580849244878669
0,2,3,3,4,0,2,12.446100161199544
0,2,3,3,4,0,3,9.867785495129477
0,2,3,3,4,0,4,6.241395798956158
0,2,3,3,4,1,0,10.2171105752303
0,2,3,3,4,1,1,12.482940255969462
0,2,3,3,4,1,2,12.463754332129861
0,2,3,3,4,1,3,9.901840920602389
0,2,3,3,4,1,4,6.211750836283703
0,2,3,3,4,2,0,10.156276577247615
0,2,3,3,4,2,1,12.48459931273984
0,2,3,3,4,2,2,12.394322395631983
0,2,3,3,4,2,3,9.844821110561105
0,2,3,3,4,2,4,6.180830781712234
0,2,3,3,5,0,0,11.234994057373633
0,2,3,3,5,0,1,13.842537279293092
0,2,3,3,5,0,2,13.710732610723765
0,2,3,3,5,0,3,10.783110112172771
0,2,3,3,5,0,4,6.260042118687772
0,2,3,3,5,1,0,11.378087293161
0,2,3,3,5,1,1,13.768655867521197
0,2,3,3,5,1,2,13.833387827599035
0,2,3,3,5,1,3,10.818825005073677
0,2,3,3,5,1,4,6.343399865616402
0,2,3,3,5,2,0,11.411929997988599
0,2,3,3,5,2,1,13.992078250316021
0,2,3,3,5,2,2,13.460662655198808
0,2,3,3,5,2,3,10.819244286500052
0,2,3,3,5,2,4,6.301086115477087
0,2,4,0,0,0,0,5.753078720683256
0,2,4,0,0,0,1,6.403232269672614
0,2,4,0,0,0,2,6.409581447080238
0,2,4,0,0,0,3,5.653332860255759
0,2,4,0,0,0,4,4.213420652283631
0,2,4,0,0,1,0,5.748611176474115
0,2,4,0,0,1,1,6.470462260031195
0,2,4,0,0,1,2,6.406277706556058
0,2,4,0,0,1,3,5.660345660371532
0,2,4,0,0,1,4,4.230867851775269
0,2,4,0,0,2,0,5.797550887254527
0,2,4,0,0,2,1,6.462837169409326
0,2,4,0,0,2,2,6.401783880259466
0,2,4,0,0,2,3,5.7246336995660085
0,2,4,0,0,2,4,4.222897808755598
0,2,4,0,1,0,0,6.789679566325847
0,2,4,0,1,0,1,7.76108933667543
0,2,4,0,1,0,2,7.638565119579802
0,2,4,0,1,0,3,6.740487711768947
0,2,4,0,1,0,4,4.7895334543459205
0,2,4,0,1,1,0,6.788875498712876
0,2,4,0,1,1,1,7.81668334347247
0,2,4,0,1,1,2,7.682645108127382
0,2,4,0,1,1,3,6.72333248984259
0,2,4,0,1,1,4,4.808176078158986
0,2,4,0,1,2,0,6.8880115325799744
0,2,4,0,1,2,1,7.806996751616123
0,2,4,0,1,2,2,7.751820794272608
0,2,4,0,1,2,3,6.713583067370929
0,2,4,0,1,2,4,4.73008378318822
0,2,4,0,2,0,0,6.9178067959400416
0,2,4,0,2,0,1,7.875134295307014
0,2,4,0,2,0,2,7.841125684802376
0,2,4,0,2,0,3,6.8391005678327135
0,2,4,0,2,0,4,4.782447146516806
0,2,4,0,2,1,0,6.923227887134533
0,2,4,0,2,1,1,7.846534045610756
0,2,4,0,2,1,2,7.758595412970851
0,2,4,0,2,1,3,6.751721250866385
0,2,4,0,2,1,4,4.8099394419639365
0,2,4,0,2,2,0,6.903012855308156
0,2,4,0,2,2,1,7.82943508377785
0,2,4,0,2,2,2,7.806784441628429
0,2,4,0,2,2,3,6.765376027270295
0,2,4,0,2,2,4,4.771674775922619
0,2,4,0,3,0,0,6.621191674196074
0,2,4,0,3,0,1,7.486814810580479
0,2,4,0,3,0,2,7.390931185035505
0,2,4,0,3,0,3,6.491806600302755
0,2,4,0,3,0,4,4.616458516640628
0,2,4,0,3,1,0,6.625293733126592
0,2,4,0,3,1,1,7.441314357337667
0,2,4,0,3,1,2,7.443984453159694
0,2,4,0,3,1,3,6.405186178611589
0,2,4,0,3,1,4,4.633855205245445
0,2,4,0,3,2,0,6.509625034279645
0,2,4,0,3,2,1,7.37468556972954
0,2,4,0,3,2,2,7.370932569772987
0,2,4,0,3,2,3,6.409312876999092
0,2,4,0,3,2,4,4.6504170269160605
0,2,4,0,4,0,0,5.478131126754977
0,2,4,0,4,0,1,6.1249612236545685
0,2,4,0,4,0,2,5.997278325581351
0,2,4,0,4,0,3,5.391567786472495
0,2,4,0,4,0,4,4.057066460746512
0,2,4,0,4,1,0,5.473721895927369
0,2,4,0,4,1,1,6.039726360761239
0,2,4,0,4,1,2,6.042995606045636
0,2,4,0,4,1,3,5.353619326795829
0,2,4,0,4,1,4,4.091303396885885
0,2,4,0,4,2,0,5.556669806554802
0,2,4,0,4,2,1,6.080974043728301
0,2,4,0,4,2,2,6.014950154789176
0,2,4,0,4,2,3,5.356890625368308
0,2,4,0,4,2,4,4.130455904693924
0,2,4,0,5,0,0,5.770832681414368
0,2,4,0,5,0,1,6.460097261792506
0,2,4,0,5,0,2,6.449375812742756
0,2,4,0,5,0,3,5.6547208829992925
0,2,4,0,5,0,4,4.238739747624614
0,2,4,0,5,1,0,5.8150329926435615
0,2,4,0,5,1,1,6.501764636843561
0,2,4,0,5,1,2,6.392926406130691
0,2,4,0,5,1,3,5.618800661290173
0,2,4,0,5,1,4,4.252395756001372
0,2,4,0,5,2,0,5.850084673493932
0,2,4,0,5,2,1,6.5016710069070145
0,2,4,0,5,2,2,6.4016200278705115
0,2,4,0,5,2,3,5.732751168669978
0,2,4,0,5,2,4,4.245665488325702
0,2,4,1,0,0,0,5.415865576321416
0,2,4,1,0,0,1,5.968801273170022
0,2,4,1,0,0,2,5.952852563320736
0,2,4,1,0,0,3,5.3396425948206385
0,2,4,1,0,0,4,4.023314921909758
0,2,4,1,0,1,0,5.411187775412664
0,2,4,1,0,1,1,5.963582636180431
0,2,4,1,0,1,2,5.934311371938928
0,2,4,1,0,1,3,5.402600513995499
0,2,4,1,0,1,4,3.9970619911490153
0,2,4,1,0,2,0,5.370133512182939
0,2,4,1,0,2,1,5.985999203488487
0,2,4,1,0,2,2,6.029210651177319
0,2,4,1,0,2,3,5.313426623245373
0,2,4,1,0,2,4,4.024303785450122
0,2,4,1,1,0,0,6.377545635764927
0,2,4,1,1,0,1,7.127484057655344
0,2,4,1,1,0,2,7.095503685118253
0,2,4,1,1,0,3,6.2165797591953025
0,2,4,1,1,0,4,4.517049806116219
0,2,4,1,1,1,0,6.386032286066068
0,2,4,1,1,1,1,7.209744116775258
0,2,4,1,1,1,2,7.045844502193856
0,2,4,1,1,1,3,6.2155580430456245
0,2,4,1,1,1,4,4.560022661729906
0,2,4,1,1,2,0,6.353414162250661
0,2,4,1,1,2,1,7.088881831053321
0,2,4,1,1,2,2,7.052671685067003
0,2,4,1,1,2,3,6.199082870132076
0,2,4,1,1,2,4,4.533104054972928
0,2,4,1,2,0,0,6.321341391749873
0,2,4,1,2,0,1,7.238929964232543
0,2,4,1,2,0,2,7.180846550964705
0,2,4,1,2,0,3,6.2492627669141045
0,2,4,1,2,0,4,4.573625284616528
0,2,4,1,2,1,0,6.293098824837525
0,2,4,1,2,1,1,7.192424631802328
0,2,4,1,2,1,2,7.215448561725085
0,2,4,1,2,1,3,6.237303185150818
0,2,4,1,2,1,4,4.538537465895911
0,2,4,1,2,2,0,6.33050809106382
0,2,4,1,2,2,1,7.257866618898973
0,2,4,1,2,2,2,7.142164656785096
0,2,4,1,2,2,3,6.225096798160057
0,2,4,1,2,2,4,4.566059739349041
0,2,4,1,3,0,0,6.039294759606371
0,2,4,1,3,0,1,6.874713617644743
0,2,4,1,3,0,2,6.8290821646222915
0,2,4,1,3,0,3,5.967914252718533
0,2,4,1,3,0,4,4.357039940477642
0,2,4,1,3,1,0,6.1150610898376785
0,2,4,1,3,1,1,6.916969465060141
0,2,4,1,3,1,2,6.7968767517113955
0,2,4,1,3,1,3,6.033610847537364
0,2,4,1,3,1,4,4.389743891734883
0,2,4,1,3,2,0,6.071839786366052
0,2,4,1,3,2,1,6.848562529972873
0,2,4,1,3,2,2,6.7750765814855995
0,2,4,1,3,2,3,6.004904648176068
0,2,4,1,3,2,4,4.356032597344541
0,2,4,1,4,0,0,5.122297944748975
0,2,4,1,4,0,1,5.709271819450602
0,2,4,1,4,0,2,5.591720255432324
0,2,4,1,4,0,3,5.027296411764092
0,2,4,1,4,0,4,3.821577314550511
0,2,4,1,4,1,0,5.116033362810337
0,2,4,1,4,1,1,5.704724197006257
0,2,4,1,4,1,2,5.646666244510637
0,2,4,1,4,1,3,5.016000452708957
0,2,4,1,4,1,4,3.815261811067437
0,2,4,1,4,2,0,5.160958895390146
0,2,4,1,4,2,1,5.577672890347107
0,2,4,1,4,2,2,5.620368962727319
0,2,4,1,4,2,3,5.047362374875704
0,2,4,1,4,2,4,3.8482137995250008
0,2,4,1,5,0,0,5.423353917957015
